FoodId,FoodName,IsMainDish,SchoolId,IngredientNames,AllergenNames,TotalKcal
1163,Tzatziki (Sốt sữa chua),True,30530086-D3B5-4F39-9333-43061157E6A3,"Dầu ô liu, Tỏi, Thì là, Sữa chua Hy Lạp, Dưa chuột bào",,1150.0
1164,Spanakopita (Bánh nướng rau chân vịt),True,30530086-D3B5-4F39-9333-43061157E6A3,"Hành tây, Thì là, Phô mai Feta, Bột phyllo, Rau chân vịt (bó xôi)",,669.0
1165,Dolmades (Lá nho cuộn),True,30530086-D3B5-4F39-9333-43061157E6A3,"Hành tây, Gạo, Lá nho, Thảo mộc (bạc hà, thì là), Nước chanh",,335.0
1166,Saganaki,True,30530086-D3B5-4F39-9333-43061157E6A3,"Chanh, Bột mì, Phô mai (Graviera/Kefalotyri)",Gluten,743.0
1167,Kleftiko (Cừu nướng chậm),True,30530086-D3B5-4F39-9333-43061157E6A3,"Tỏi, Chanh, Lá kinh giới (oregano), Thịt cừu",,737.0
1168,Fasolada (Súp đậu),True,30530086-D3B5-4F39-9333-43061157E6A3,"Cà rốt, Dầu ô liu, Hành tây, Cần tây, Đậu trắng, Sốt cà chua",,1141.0
1169,Gemista,True,30530086-D3B5-4F39-9333-43061157E6A3,"Cà chua, Gạo, Ớt chuông, Thảo mộc (bạc hà, thì là)",,217.0
1170,Avgolemono (Súp gà chanh),True,30530086-D3B5-4F39-9333-43061157E6A3,"Gạo, Trứng, Nước chanh, Nước dùng gà",Trứng,317.0
1171,Taramosalata (Sốt trứng cá),True,30530086-D3B5-4F39-9333-43061157E6A3,"Dầu ô liu, Bánh mì, Nước chanh, Trứng cá (tuyết/trích)",,1318.0
1172,Loukoumades,True,30530086-D3B5-4F39-9333-43061157E6A3,"Quế, Bánh doughnut chiên, Siro mật ong, Hạt óc chó",,1605.0
1173,Baklava,True,30530086-D3B5-4F39-9333-43061157E6A3,"Bơ, Bột phyllo, Hạt óc chó, Siro đường",,1970.0
1174,Bratwurst (Xúc xích nướng),True,30530086-D3B5-4F39-9333-43061157E6A3,"Thịt heo băm, Gia vị (nhục đậu khấu, gừng...)",,563.0
1175,Sauerkraut (Bắp cải muối chua),True,30530086-D3B5-4F39-9333-43061157E6A3,Bắp cải muối chua,,19.0
1176,Schnitzel,True,30530086-D3B5-4F39-9333-43061157E6A3,"Trứng, Bột mì, Bột chiên xù, Thịt bê","Trứng, Gluten",1069.0
1177,Schweinshaxe (Giò heo nướng),True,30530086-D3B5-4F39-9333-43061157E6A3,"Bắp cải muối chua, Giò heo (lợn)",,279.0
1178,Pretzel (Bánh xoắn),True,30530086-D3B5-4F39-9333-43061157E6A3,"Bột mì, Men, Muối hạt",Gluten,364.0
1179,Currywurst,True,30530086-D3B5-4F39-9333-43061157E6A3,"Bột cà ri, Sốt cà chua, Xúc xích (Bratwurst)",,655.0
1180,Käsespätzle,True,30530086-D3B5-4F39-9333-43061157E6A3,"Hành phi, Mì trứng (Spätzle), Phô mai (Emmental/Gruyère)",,1100.0
1181,Sauerbraten (Thịt bò hầm chua),True,30530086-D3B5-4F39-9333-43061157E6A3,"Thịt bò, Giấm, Rượu vang đỏ, Lá nguyệt quế",,666.0
1182,Rouladen,True,30530086-D3B5-4F39-9333-43061157E6A3,"Thịt bò, Hành tây, Thịt xông khói, Dưa chuột muối",,842.0
1183,Kartoffelsalat (Salad khoai tây),True,30530086-D3B5-4F39-9333-43061157E6A3,"Khoai tây, Hành tây, Giấm",,145.0
1184,Eintopf (Súp hầm một nồi),True,30530086-D3B5-4F39-9333-43061157E6A3,"Khoai tây, Cà rốt, Cần tây, Nước dùng, Thịt, Các loại đậu",,524.0
1185,Labskaus,True,30530086-D3B5-4F39-9333-43061157E6A3,"Khoai tây, Hành tây, Cá trích, Thịt bò muối (corned beef)",Cá,535.0
1186,Apfelstrudel (Bánh táo cuộn),True,30530086-D3B5-4F39-9333-43061157E6A3,"Táo, Quế, Bột phyllo, Nho khô, Vụn bánh mì rang bơ",,1297.0
1187,Black Forest Cake (Bánh Rừng Đen),True,30530086-D3B5-4F39-9333-43061157E6A3,"Kem tươi, Bánh sô cô la, Quả anh đào (cherry), Rượu anh đào (Kirsch)",,1000.0
1188,Leberkäse,True,30530086-D3B5-4F39-9333-43061157E6A3,"Thịt bò, Hành tây, Thịt heo",,532.0
1189,Fish and Chips,True,30530086-D3B5-4F39-9333-43061157E6A3,"Cá tuyết, Khoai tây chiên, Đậu nghiền (mushy peas), Sốt tartar",,784.0
1190,Sunday Roast,True,30530086-D3B5-4F39-9333-43061157E6A3,"Khoai tây, Thịt bò nướng, Bánh Yorkshire pudding, Rau củ nướng, Nước thịt (gravy)",,577.0
1191,Full English Breakfast,True,30530086-D3B5-4F39-9333-43061157E6A3,"Cà chua, Trứng, Bánh mì, Nấm, Thịt xông khói, Xúc xích, Đậu hầm (baked beans), Dồi huyết (black pudding)",Trứng,1644.0
1192,Shepherd's Pie,True,30530086-D3B5-4F39-9333-43061157E6A3,"Khoai tây, Cà rốt, Hành tây, Thịt cừu băm, Nước thịt (gravy)",,492.0
1193,Cottage Pie,True,30530086-D3B5-4F39-9333-43061157E6A3,"Khoai tây, Thịt bò băm",,347.0
1194,Bangers and Mash,True,30530086-D3B5-4F39-9333-43061157E6A3,"Khoai tây, Nước thịt (gravy), Xúc xích",,417.0
1195,Steak and Kidney Pie,True,30530086-D3B5-4F39-9333-43061157E6A3,"Thịt bò, Nước thịt (gravy), Cật (bò hoặc cừu), Vỏ bánh nướng (pie crust)",,865.0
1196,Beef Wellington,True,30530086-D3B5-4F39-9333-43061157E6A3,"Thịt bò, Thịt heo muối Prosciutto, Nấm, Patê gan, Vỏ bánh ngàn lớp (puff pastry)",,1392.0
1197,Cornish Pasty (Bánh gối),True,30530086-D3B5-4F39-9333-43061157E6A3,"Khoai tây, Hành tây, Thịt bò băm, Vỏ bánh nướng (pie crust), Củ cải Thụy Điển (swede)",,875.0
1198,Chicken Tikka Masala,True,30530086-D3B5-4F39-9333-43061157E6A3,"Gà nướng (tikka), Sốt cà chua kem (masala), Gia vị Ấn Độ",,600.0
1199,Toad in the Hole,True,30530086-D3B5-4F39-9333-43061157E6A3,"Bánh Yorkshire pudding, Xúc xích",,510.0
1200,Scotch Egg,True,30530086-D3B5-4F39-9333-43061157E6A3,"Trứng, Bột chiên xù, Thịt heo băm",Trứng,796.0
1201,Eton Mess,True,30530086-D3B5-4F39-9333-43061157E6A3,"Kem tươi, Dâu tây, Bánh trứng đường (meringue)",,772.0
1202,Sticky Toffee Pudding,True,30530086-D3B5-4F39-9333-43061157E6A3,"Bánh bông lan (chà là), Sốt kẹo bơ cứng (toffee sauce)",,750.0
1203,Afternoon Tea (Tiệc trà chiều),True,30530086-D3B5-4F39-9333-43061157E6A3,"Trà, Bánh mì sandwich, Bánh nướng (scones), Kem đông (clotted cream), Mứt",,1447.0
1204,Goulash (Hungary),True,30530086-D3B5-4F39-9333-43061157E6A3,"Cà chua, Thịt bò, Hành tây, Ớt bột paprika",,590.0
1205,Pierogi (Ba Lan),True,30530086-D3B5-4F39-9333-43061157E6A3,"Khoai tây, Vỏ bột, Phô mai",,689.0
1206,Borscht (Ukraina/Nga),True,30530086-D3B5-4F39-9333-43061157E6A3,"Khoai tây, Cà rốt, Thịt bò, Củ dền, Bắp cải, Kem chua",,644.0
1207,Köttbullar (Thịt viên Thụy Điển),True,30530086-D3B5-4F39-9333-43061157E6A3,"Hành tây, Thịt bò băm, Sữa, Thịt heo băm, Vụn bánh mì, Mứt lingonberry",,1200.0
1208,Moules-Frites (Bỉ),True,30530086-D3B5-4F39-9333-43061157E6A3,"Hành tây, Cần tây, Rượu vang trắng, Khoai tây chiên, Vẹm (trai)",,535.0
1209,Waterzooi (Bỉ),True,30530086-D3B5-4F39-9333-43061157E6A3,"Khoai tây, Cà rốt, Trứng, Thịt gà, Tỏi tây, Kem tươi",Trứng,911.0
1210,Fondue (Thụy Sĩ),True,30530086-D3B5-4F39-9333-43061157E6A3,"Tỏi, Rượu vang trắng, Bánh mì, Phô mai (Emmental/Gruyère)",,875.0
1211,Raclette (Thụy Sĩ/Pháp),True,30530086-D3B5-4F39-9333-43061157E6A3,"Khoai tây, Dưa chuột muối, Phô mai Raclette",,458.0
1212,Irish Stew (Hầm kiểu Ireland),True,30530086-D3B5-4F39-9333-43061157E6A3,"Khoai tây, Hành tây, Ngò tây, Thịt cừu",,457.0
1213,Cevapi (Vùng Balkan),True,30530086-D3B5-4F39-9333-43061157E6A3,"Hành tây, Thịt bò băm, Bánh pita, Sốt kem ớt (ajvar)",,655.0
